"Name","Agent","State","Notes","User","Tags","Created","Runtime","Sweep","ccp_alpha","class_weight","criterion","max_depth","max_features","min_samples_leaf","min_samples_split","oversample","random_state","random_state_split","splitter","test_size","undersample","accuracy_train","accuracy_val","f1_train","f1_val","precision_train","precision_val","recall_train","recall_val"
"robust-sweep-632","94s1kqfp","finished","-","7ben18","","2023-06-03T11:45:37.000Z","90","uxvqzsec","0","balanced","gini","10","sqrt","10","10","false","9022","7036","best","0.2","false","0.9786257562606856","0.7064252286003154","0.9786548855953748","0.7568419485135074","0.9788802730039856","0.8742038328016372","0.9786257562606856","0.7064252286003154"
"worthy-sweep-631","94s1kqfp","finished","-","7ben18","","2023-06-03T11:44:00.000Z","92","uxvqzsec","0","balanced","gini","10","sqrt","10","10","false","7888","7134","best","0.2","false","0.9612649123081296","0.8163527237883986","0.9619513299787006","0.8124949538440852","0.9635506929203956","0.8188092660557248","0.9612649123081296","0.8163527237883986"
"noble-sweep-630","94s1kqfp","finished","-","7ben18","","2023-06-03T11:42:22.000Z","93","uxvqzsec","0","balanced","gini","10","sqrt","10","10","false","398","2157","best","0.2","false","0.9637361592298156","0.5094975090030415","0.9638310539786872","0.49522716405587464","0.9641505210836678","0.5819874584868499","0.9637361592298156","0.5094975090030415"
"graceful-sweep-629","94s1kqfp","finished","-","7ben18","","2023-06-03T11:40:40.000Z","98","uxvqzsec","0","balanced","gini","10","sqrt","10","10","false","5241","7956","best","0.2","false","0.9642814224572236","0.7958482564177489","0.964434443636152","0.8047613943828649","0.9649159529445264","0.8328109544214799","0.9642814224572236","0.7958482564177489"
"brisk-sweep-628","94s1kqfp","finished","-","7ben18","","2023-06-03T11:38:58.000Z","96","uxvqzsec","0","balanced","gini","10","sqrt","10","10","false","3306","7439","best","0.2","false","0.9623233630036648","0.7934115739631888","0.9627250863277425","0.7973420166536713","0.9653174690768452","0.81815688145787","0.9623233630036648","0.7934115739631888"
"celestial-sweep-627","94s1kqfp","finished","-","7ben18","","2023-06-03T11:37:23.000Z","93","uxvqzsec","0","balanced","gini","10","sqrt","10","10","false","4201","5251","best","0.2","false","0.9550557645666352","0.7218777300272153","0.9553130149128588","0.7404743934101249","0.955857722197302","0.7761255273815613","0.9550557645666352","0.7218777300272153"
"atomic-sweep-626","94s1kqfp","finished","-","7ben18","","2023-06-03T11:35:45.000Z","93","uxvqzsec","0","balanced","gini","10","sqrt","10","10","false","8666","4237","best","0.2","false","0.9657053634999764","0.6921641037088639","0.9657223636641146","0.7271402610565012","0.9657979476713052","0.8440254775631806","0.9657053634999764","0.6921641037088639"
"major-sweep-625","94s1kqfp","finished","-","7ben18","","2023-06-03T11:34:11.000Z","91","uxvqzsec","0","balanced","gini","10","sqrt","10","10","false","4205","1717","best","0.2","false","0.9665484311050476","0.7822559456398641","0.9669183000932072","0.78809656833402","0.968521583847924","0.8097221511148615","0.9665484311050476","0.7822559456398641"
"absurd-sweep-624","94s1kqfp","finished","-","7ben18","","2023-06-03T11:32:35.000Z","91","uxvqzsec","0","balanced","gini","10","sqrt","10","10","false","6057","1128","best","0.2","false","0.962269106814956","0.6888074630046509","0.9622957669056468","0.711955415219185","0.9626321403917","0.8536441465575861","0.962269106814956","0.6888074630046509"
"worldly-sweep-623","94s1kqfp","finished","-","7ben18","","2023-06-03T11:30:58.000Z","93","uxvqzsec","0","balanced","gini","10","sqrt","10","10","false","3397","9813","best","0.2","false","0.9558537297242504","0.7294908693640331","0.9562695356991696","0.7657027754844301","0.9576650010550464","0.8562648303651543","0.9558537297242504","0.7294908693640331"
"dazzling-sweep-622","94s1kqfp","finished","-","7ben18","","2023-06-03T11:29:19.000Z","94","uxvqzsec","0","balanced","gini","10","sqrt","10","10","false","3375","7947","best","0.2","false","0.97780800373169","0.7950920983183789","0.977885138488052","0.796408420776905","0.9783672215818144","0.8191556999849674","0.97780800373169","0.7950920983183789"
"astral-sweep-621","94s1kqfp","finished","-","7ben18","","2023-06-03T11:27:37.000Z","96","uxvqzsec","0","balanced","gini","10","sqrt","10","10","false","2500","9192","best","0.2","false","0.957666141440356","0.8229386106623586","0.9581687449622668","0.8393880883223793","0.960233847991242","0.8746824702160365","0.957666141440356","0.8229386106623586"
"cerulean-sweep-620","94s1kqfp","finished","-","7ben18","","2023-06-03T11:25:56.000Z","95","uxvqzsec","0","balanced","gini","10","sqrt","10","10","false","1694","186","best","0.2","false","0.951291381370194","0.7590499515060225","0.9517172027428096","0.7632554299335322","0.9536489924242704","0.8254039095261436","0.951291381370194","0.7590499515060225"
"young-sweep-619","94s1kqfp","finished","-","7ben18","","2023-06-03T11:24:20.000Z","94","uxvqzsec","0","balanced","gini","10","sqrt","10","10","false","6759","200","best","0.2","false","0.9591145185548822","0.7250690108327187","0.9601388839971984","0.7224127646624391","0.9633035745060652","0.7445720345014157","0.9591145185548822","0.7250690108327187"
